secCode,docID,流動資産_EDINET,負債合計_EDINET,投資有価証券_EDINET,更新日
68480,S100YFF9,17750000000.0,6733000000.0,2508000000.0,2026-09-06
83160,S100YERK,1827704000000.0,291440506000000.0,107820000000.0,2026-09-06
36350,S100YEES,61484000000.0,20407000000.0,99409000000.0,2026-09-06
79140,S100YF86,47780000000.0,63255000000.0,17501000000.0,2026-09-06
53840,S100YE62,56128000000.0,14012000000.0,3511000000.0,2026-09-06
59530,S100YE8F,9995000000.0,10109000000.0,5215000000.0,2026-09-06
69630,S100YF41,561245000000.0,551110000000.0,351511000000.0,2026-09-06
41250,S100YEHE,6077525000.0,8123369000.0,660720000.0,2026-09-06
92470,S100YFHS,55227000000.0,86621000000.0,7301000000.0,2026-09-06
16620,S100YERU,230838000000.0,124340000000.0,180280000000.0,2026-09-06
19390,S100YCY4,55270000000.0,34739000000.0,12133000000.0,2026-09-06
18980,S100YEPV,51233000000.0,40863000000.0,415000000.0,2026-09-06
38350,S100YEPQ,6422609000.0,754691000.0,1342828000.0,2026-09-06
31370,S100YEF7,1155551000.0,3957992000.0,,2026-09-06
62400,S100YD4Z,14434181000.0,4022966000.0,,2026-09-06
62870,S100YE10,91558000000.0,59519000000.0,163000000.0,2026-09-06
56310,S100Y7BQ,295595000000.0,203020000000.0,24629000000.0,2026-09-06
74120,S100YDI1,8597000000.0,11686000000.0,199000000.0,2026-09-06
27050,S100YF7Y,6307000000.0,7155000000.0,20000000.0,2026-09-06
91420,S100Y6HR,214146000000.0,681888000000.0,53217000000.0,2026-09-06
88480,S100YEPX,103215000000.0,128356000000.0,4616000000.0,2026-09-06
21750,S100YF7X,38664000000.0,29221000000.0,2875000000.0,2026-09-06
94340,S100YE76,1600950000000.0,4369551000000.0,38243000000.0,2026-09-06
14500,S100YEWF,9949416000.0,3160178000.0,241968000.0,2026-09-06
21360,S100YEJ2,4260553000.0,1924772000.0,,2026-09-06
173A0,S100YEGK,3885001000.0,3409955000.0,673898000.0,2026-09-06
60980,S100YDHL,268039000000.0,960975000000.0,49163000000.0,2026-09-06
19630,S100YEFQ,561267000000.0,391914000000.0,80386000000.0,2026-09-06
61350,S100YEQK,228604000000.0,140387000000.0,25226000000.0,2026-09-06
29930,S100YCXS,12374666000.0,54753078000.0,,2026-09-06
94660,S100YEVM,3072012000.0,1248351000.0,501121000.0,2026-09-06
84250,S100YESP,2542515000000.0,3496565000000.0,377214000000.0,2026-09-06
82750,S100YEZW,28565996000.0,22425579000.0,2596057000.0,2026-09-06
22290,S100YEHI,133837000000.0,104101000000.0,3263000000.0,2026-09-06
61670,S100YEI1,14909000000.0,4855000000.0,183000000.0,2026-09-06
21560,S100YEAK,2216955000.0,2200767000.0,263868000.0,2026-09-06
68070,S100YF73,125279000000.0,81748000000.0,3748000000.0,2026-09-06
71910,S100YECQ,10004890000.0,4291505000.0,381588000.0,2026-09-06
69710,S100YF47,555853000000.0,836195000000.0,1661193000000.0,2026-09-06
31840,S100YCVD,7474645000.0,8577295000.0,460831000.0,2026-09-06
22080,S100YEFS,46294000000.0,34347000000.0,4331000000.0,2026-09-06
99130,S100YFGN,18759000000.0,15945000000.0,2166000000.0,2026-09-06
65440,S100YEZ8,16717000000.0,15091000000.0,63000000.0,2026-09-06
21210,S100YE1D,169931000000.0,44210000000.0,6023000000.0,2026-09-06
81030,S100YF48,57418000000.0,35726000000.0,14453000000.0,2026-09-06
90390,S100YFJQ,44663000000.0,31234000000.0,6215000000.0,2026-09-06
47920,S100YF7Q,20148493000.0,4890500000.0,562609000.0,2026-09-06
60890,S100YFJF,3286000000.0,7528000000.0,234000000.0,2026-09-06
62490,S100YFK9,57430000000.0,8413000000.0,7434000000.0,2026-09-06
71890,S100YEOV,11060000000.0,13024320000000.0,17000000.0,2026-09-06
48900,S100YFH9,2445308000.0,915850000.0,,2026-09-06
77270,S100YDYH,13452205000.0,8172990000.0,402260000.0,2026-09-06
44610,S100YCSC,57247000000.0,52608000000.0,5694000000.0,2026-09-06
33260,S100YFHT,1434413000.0,3578530000.0,,2026-09-06
287A0,S100YFL2,2965000000.0,47593000000.0,,2026-09-06
48160,S100YEQC,127940000000.0,37781000000.0,20703000000.0,2026-09-06
31210,S100YF2P,2379133000.0,12198155000.0,69161000.0,2026-09-06
53810,S100YFK2,8465435000.0,7467850000.0,162560000.0,2026-09-06
22200,S100YEEA,33275000000.0,44954000000.0,18096000000.0,2026-09-06
79420,S100YEL0,78694000000.0,48080000000.0,1728000000.0,2026-09-06
54110,S100YCUD,550518000000.0,1685988000000.0,,2026-09-06
72660,S100YER6,52626000000.0,25290000000.0,2246000000.0,2026-09-06
71980,S100YFMO,85699000000.0,89950000000.0,,2026-09-06
83540,S100YFNB,5051000000.0,31333029000000.0,,2026-09-06
74420,S100YFRP,20783639000.0,10393351000.0,3582469000.0,2026-09-06
66130,S100YF90,4554880000.0,286602000.0,,2026-09-06
24110,S100YEOU,4721000000.0,1545000000.0,163000000.0,2026-09-06
46910,S100YF5I,7980492000.0,24098667000.0,358316000.0,2026-09-06
50780,S100YEE9,22036604000.0,4454890000.0,29550000.0,2026-09-06
97150,S100YENI,154658000000.0,78916000000.0,3363000000.0,2026-09-06
85660,S100YF3N,1119425000000.0,1142141000000.0,43452000000.0,2026-09-06
65030,S100YD3V,1923369000000.0,1597703000000.0,156296000000.0,2026-09-06
43010,S100YBX4,47953000000.0,23720000000.0,4071000000.0,2026-09-06
72080,S100YE6U,8035376000.0,4429847000.0,1123255000.0,2026-09-06
36790,S100YERG,2072000000.0,7423000000.0,181000000.0,2026-09-06
98780,S100YFRE,3551968000.0,4536169000.0,124088000.0,2026-09-06
71750,S100YCMX,14832027000.0,7617976000.0,2102043000.0,2026-09-06
81500,S100YCKF,74878000000.0,43497000000.0,2242000000.0,2026-09-06
94240,S100YBU3,5507208000.0,3470050000.0,166341000.0,2026-09-06
99080,S100YDG7,65501852000.0,43296184000.0,1649038000.0,2026-09-06
94740,S100YD65,29092000000.0,24125000000.0,12404000000.0,2026-09-06
24750,S100YDOC,27406101000.0,8512177000.0,127731000.0,2026-09-06
43810,S100YDPE,195271000.0,803039000.0,0.0,2026-09-06
91070,S100YC6B,403375000000.0,532599000000.0,1230101000000.0,2026-09-06
38420,S100YD0G,2753732000.0,1363743000.0,,2026-09-06
59490,S100YCON,157862000000.0,143763000000.0,8309000000.0,2026-09-06
99140,S100YDBK,3076652000.0,1910599000.0,1555681000.0,2026-09-06
64900,S100YD79,51008000000.0,24196000000.0,6262000000.0,2026-09-06
83450,S100YD6A,,3618129000000.0,,2026-09-06
74860,S100YDT8,13713000000.0,8170000000.0,6205000000.0,2026-09-06
80180,S100YBCW,16212000000.0,18645000000.0,31166000000.0,2026-09-06
90520,S100YD7X,19139000000.0,65118000000.0,11281000000.0,2026-09-06
73220,S100YD2K,2106000000.0,4304803000000.0,85000000.0,2026-09-06
31100,S100YDBM,115256000000.0,87276000000.0,21020000000.0,2026-09-06
30240,S100YD0K,12993963000.0,12040111000.0,150115000.0,2026-09-06
99550,S100YDUS,32170688000.0,13482472000.0,11902726000.0,2026-09-06
77740,S100YDBW,4824949000.0,687954000.0,150000000.0,2026-09-06
64020,S100YD22,6706357000.0,4938988000.0,20935000.0,2026-09-06
38000,S100YDKQ,11435510000.0,3394455000.0,2852585000.0,2026-09-06
85620,S100YCO6,,781038000000.0,,2026-09-06
94780,S100YD1K,13711000000.0,6499000000.0,115000000.0,2026-09-06
47330,S100YD49,173676557000.0,49648854000.0,31369252000.0,2026-09-06
18470,S100YD9X,62005000000.0,33514000000.0,2504000000.0,2026-09-06
22090,S100YD52,12973043000.0,14554351000.0,2435806000.0,2026-09-06
36820,S100YD54,4064105000.0,1146542000.0,41778000.0,2026-09-06
68940,S100YDWK,3609341000.0,1166293000.0,61913000.0,2026-09-06
90450,S100YCVR,235252000000.0,545351000000.0,56000000000.0,2026-09-06
86220,S100YDIT,46500000000.0,23383000000.0,12602000000.0,2026-09-06
80580,S100YDK3,2756374000000.0,4447435000000.0,800698000000.0,2026-09-06
63010,S100YD25,721340000000.0,595872000000.0,3481000000.0,2026-09-06
83870,S100YD3N,,3214935000000.0,,2026-09-06
22260,S100YDGW,18558000000.0,19645000000.0,296000000.0,2026-09-06
83920,S100YDA0,,4298139000000.0,,2026-09-06
73660,S100YDDX,8925000000.0,11720000000.0,242000000.0,2026-09-06
21300,S100YDZP,8074369000.0,4866369000.0,1065060000.0,2026-09-06
42490,S100YE00,72793000000.0,59723000000.0,7553000000.0,2026-09-06
76870,S100YC1L,1975000000.0,931000000.0,,2026-09-06
71200,S100YE1C,5061674000.0,4618804000.0,,2026-09-06
17980,S100YDA3,26528817000.0,18205544000.0,1154986000.0,2026-09-06
31730,S100YCYQ,19261000000.0,17982000000.0,1270000000.0,2026-09-06
71830,S100YCZS,11436584000.0,10495995000.0,572000.0,2026-09-06
17620,S100YDDS,203327000000.0,131968000000.0,7518000000.0,2026-09-06
83440,S100YE2M,,3028249000000.0,,2026-09-06
71300,S100YE2O,206280000000.0,307705000000.0,20238000000.0,2026-09-06
57020,S100YCJD,127689000000.0,89583000000.0,5519000000.0,2026-09-06
93080,S100YD46,24511000000.0,38028000000.0,5192000000.0,2026-09-06
94280,S100YDQV,21067000000.0,21761000000.0,1074000000.0,2026-09-06
34200,S100YDJU,18719973000.0,7591435000.0,4208372000.0,2026-09-06
42080,S100YD42,358377000000.0,453888000000.0,225502000000.0,2026-09-06
19690,S100YDOU,245138000000.0,150665000000.0,43220000000.0,2026-09-06
39690,S100YE46,5435933000.0,1130517000.0,,2026-09-06
83380,S100YDJN,,2798133000000.0,,2026-09-06
19520,S100YDMT,89836000000.0,48872000000.0,22443000000.0,2026-09-06
58050,S100YE42,110518000000.0,118840000000.0,6207000000.0,2026-09-06
18130,S100YDLY,43666000000.0,29473000000.0,3133000000.0,2026-09-06
41090,S100YDCE,29839000000.0,15732000000.0,3163000000.0,2026-09-06
42460,S100YCYY,73097000000.0,64605000000.0,1480000000.0,2026-09-06
34370,S100YD8G,7610098000.0,4256265000.0,200812000.0,2026-09-06
68340,S100YB9C,24042144000.0,6238927000.0,503746000.0,2026-09-06
38500,S100YBTF,5120576000.0,4154585000.0,335094000.0,2026-09-06
35530,S100YDOG,34111000000.0,22071000000.0,5595000000.0,2026-09-06
46190,S100YDP5,38327000000.0,21129000000.0,22055000000.0,2026-09-06
62080,S100YDE9,15992226000.0,15453383000.0,1414462000.0,2026-09-06
33520,S100YDDM,5671121000.0,2911165000.0,,2026-09-06
57410,S100YCV0,215696000000.0,408406000000.0,5934000000.0,2026-09-06
98890,S100YE6B,37532000000.0,20284000000.0,2226000000.0,2026-09-06
35130,S100YE5G,14991000000.0,7201000000.0,5682000000.0,2026-09-06
29030,S100YE21,13198000000.0,14547000000.0,0.0,2026-09-06
83360,S100YDFO,,5206983000000.0,,2026-09-06
99500,S100YDJ0,2066519000.0,1879653000.0,452154000.0,2026-09-06
30200,S100YDKO,14565000000.0,8225000000.0,33000000.0,2026-09-06
70590,S100YDFZ,10778471000.0,4657531000.0,,2026-09-06
38780,S100YDU9,21639000000.0,26457000000.0,6318000000.0,2026-09-06
34010,S100YCMK,278075000000.0,315779000000.0,11605000000.0,2026-09-06
76000,S100YCSL,23866617000.0,8925704000.0,,2026-09-06
63820,S100YE9T,25699240000.0,9583334000.0,3169053000.0,2026-09-06
45360,S100YDH1,124877000000.0,84206000000.0,8515000000.0,2026-09-06
73840,S100YD0C,2919000000.0,5903339000000.0,,2026-09-06
46650,S100YEAI,60594000000.0,51776000000.0,69509000000.0,2026-09-06
63450,S100YBY2,71048447000.0,16335376000.0,5395663000.0,2026-09-06
70470,S100YDYD,3468000000.0,10195000000.0,2034000000.0,2026-09-06
67700,S100YB8V,494946000000.0,325200000000.0,60033000000.0,2026-09-06
61780,S100YE7T,1827754000000.0,281860113000000.0,143153000000.0,2026-09-06
72670,S100YDD9,2178414000000.0,1467697000000.0,180512000000.0,2026-09-06
71820,S100Y9G1,,224510541000000.0,,2026-09-06
84180,S100YE1V,6346000000.0,12371302000000.0,9958000000.0,2026-09-06
46740,S100YDHC,28451026000.0,12520890000.0,8103753000.0,2026-09-06
71810,S100YD29,,56314265000000.0,,2026-09-06
74720,S100YC9S,23284672000.0,9746400000.0,2382540000.0,2026-09-06
68410,S100YE3H,496313000000.0,242564000000.0,64290000000.0,2026-09-06
23590,S100YE3S,16386561000.0,6625599000.0,1921175000.0,2026-09-06
45690,S100YDHG,136134000000.0,57333000000.0,20042000000.0,2026-09-06
77330,S100YDN3,420986000000.0,455807000000.0,1294000000.0,2026-09-06
59880,S100YDNF,64398000000.0,13683000000.0,4546000000.0,2026-09-06
45480,S100YDGT,39631000000.0,10685000000.0,19038000000.0,2026-09-06
67010,S100YBFV,1358528000000.0,1653844000000.0,103414000000.0,2026-09-06
67580,S100YE2C,2069936000000.0,1986077000000.0,76877000000.0,2026-09-06
43370,S100YDQN,79662000000.0,94910000000.0,1125000000.0,2026-09-06
71610,S100YDEF,1039000000.0,2393977000000.0,,2026-09-06
99910,S100YD7I,68613000000.0,40786000000.0,5447000000.0,2026-09-06
45120,S100YDBU,8908257000.0,3392357000.0,1847919000.0,2026-09-06
23350,S100YCVG,9806000000.0,3491000000.0,2170000000.0,2026-09-06
18520,S100YD5O,97664000000.0,69102000000.0,6277000000.0,2026-09-06
69460,S100YDXW,19340000000.0,12954000000.0,19000000.0,2026-09-06
48330,S100YB3A,313312000.0,121057000.0,0.0,2026-09-06
30880,S100YD1I,364316000000.0,191280000000.0,27786000000.0,2026-09-06
39080,S100YEB9,1513377000.0,444043000.0,,2026-09-06
85220,S100YCZ0,,5493827000000.0,,2026-09-06
93530,S100YDSZ,2113094000.0,4127641000.0,4718877000.0,2026-09-06
409A0,S100YE88,18166000000.0,31907000000.0,2633000000.0,2026-09-06
64130,S100YE4Y,41232000000.0,22405000000.0,4288000000.0,2026-09-06
48280,S100YD7D,14336426000.0,5067009000.0,1044062000.0,2026-09-06
72130,S100YCPI,16088045000.0,10302849000.0,750496000.0,2026-09-06
72140,S100YE26,53918973000.0,54568535000.0,997123000.0,2026-09-06
66520,S100YEDS,51480000000.0,43406000000.0,605000000.0,2026-09-06
63660,S100YEDH,437274000000.0,435578000000.0,3976000000.0,2026-09-06
18010,S100YDJC,1599698000000.0,1528137000000.0,428326000000.0,2026-09-06
64630,S100YDSL,149529000000.0,93143000000.0,35651000000.0,2026-09-06
65390,S100YEG1,5778115000.0,1067394000.0,1457114000.0,2026-09-06
54060,S100YCDA,1416256000000.0,1653993000000.0,214144000000.0,2026-09-06
48390,S100YDWH,69510000000.0,32465000000.0,3076000000.0,2026-09-06
72150,S100YEJ6,41921000000.0,46129000000.0,256000000.0,2026-09-06
90310,S100YAAB,217683000000.0,526086000000.0,64666000000.0,2026-09-06
74660,S100YCR6,34296000000.0,17110000000.0,430000000.0,2026-09-06
52080,S100YCDM,49527322000.0,23177458000.0,1969043000.0,2026-09-06
83660,S100YBKA,,7083406000000.0,,2026-09-06
37980,S100YCBQ,12100000000.0,3091000000.0,461000000.0,2026-09-06
88180,S100YC9O,15020000000.0,100781000000.0,22399000000.0,2026-09-06
90570,S100YBRY,13126000000.0,16873000000.0,357000000.0,2026-09-06
83040,S100YCRO,,7302748000000.0,,2026-09-06
48320,S100YCWP,40271064000.0,18920735000.0,1864859000.0,2026-09-06
15180,S100YBV8,71175000000.0,52146000000.0,10945000000.0,2026-09-06
17380,S100YC8S,3980004000.0,2816744000.0,103174000.0,2026-09-06
23710,S100YBGN,58888000000.0,23468000000.0,4669000000.0,2026-09-06
90410,S100YCLR,761176000000.0,1893531000000.0,70080000000.0,2026-09-06
59330,S100YCY5,43194051000.0,38888987000.0,1654079000.0,2026-09-06
83090,S100YBGM,124998000000.0,75119785000000.0,642000000.0,2026-09-06
90420,S100YCBL,618119000000.0,2150993000000.0,456686000000.0,2026-09-06
75520,S100YCH4,96938000000.0,65780000000.0,9136000000.0,2026-09-06
24880,S100YD1Z,5221856000.0,2255941000.0,,2026-09-06
49290,S100YCJ4,3532459000.0,1113099000.0,201882000.0,2026-09-06
75540,S100YCYB,6018182000.0,6502330000.0,78300000.0,2026-09-06
59520,S100YCUS,3371136000.0,3746841000.0,226000.0,2026-09-06
40610,S100YCU0,270455000000.0,347228000000.0,48702000000.0,2026-09-06
250A0,S100YCRS,12240791000.0,6766047000.0,1094115000.0,2026-09-06
67620,S100YD2Y,400485000000.0,998523000000.0,3549000000.0,2026-09-06
68990,S100YD3Z,29599404000.0,21466031000.0,702729000.0,2026-09-06
59910,S100YD4O,390414000000.0,273168000000.0,64962000000.0,2026-09-06
90870,S100YD4T,3051456000.0,2166989000.0,497270000.0,2026-09-06
74750,S100YD39,14674000000.0,20567000000.0,1035000000.0,2026-09-06
417A0,S100YC3L,102050000000.0,221857000000.0,1168000000.0,2026-09-06
86010,S100YCMP,34275746000000.0,34101059000000.0,618456000000.0,2026-09-06
88440,S100YCZ3,164599000000.0,126531000000.0,1543000000.0,2026-09-06
85950,S100YCOQ,157449000000.0,26292000000.0,2897000000.0,2026-09-06
72990,S100YCH0,18420106000.0,6065996000.0,140510000.0,2026-09-06
56950,S100YCVX,8740409000.0,3034344000.0,,2026-09-06
78230,S100YCH9,27870000000.0,22623000000.0,2092000000.0,2026-09-06
73370,S100YCZN,18496000000.0,11627269000000.0,,2026-09-06
85440,S100YBD2,,6250986000000.0,,2026-09-06
46440,S100YCJ1,11760820000.0,1315572000.0,746086000.0,2026-09-06
23420,S100YCRI,6698896000.0,4730217000.0,107693000.0,2026-09-06
52040,S100YBU1,48008000000.0,65085000000.0,6463000000.0,2026-09-06
84100,S100YC1N,,1213488000000.0,,2026-09-06
29370,S100YD6O,6123073000.0,4284156000.0,55394000.0,2026-09-06
42020,S100YBO0,395626000000.0,438794000000.0,56652000000.0,2026-09-06
38910,S100YD7L,17507454000.0,11365992000.0,302683000.0,2026-09-06
79060,S100YCTQ,73216000000.0,40124000000.0,276000000.0,2026-09-06
59920,S100YBNR,55983645000.0,61862001000.0,31720071000.0,2026-09-06
19250,S100YAZ5,3882464000000.0,4332577000000.0,220868000000.0,2026-09-06
48750,S100YCTT,,,,2026-09-06
30990,S100YD7C,254916000000.0,602847000000.0,148975000000.0,2026-09-06
90900,S100YCWN,66573000000.0,78119000000.0,10935000000.0,2026-09-06
93680,S100YCXZ,29169000000.0,23378000000.0,6634000000.0,2026-09-06
79660,S100YBFC,192767000000.0,94345000000.0,2109000000.0,2026-09-06
77410,S100YD7J,176662000000.0,87195000000.0,39418000000.0,2026-09-06
32320,S100YCX4,45398280000.0,118429191000.0,14114242000.0,2026-09-06
79490,S100YAOG,31322000000.0,8965000000.0,475000000.0,2026-09-06
43620,S100YCCG,32213928000.0,10726872000.0,10871513000.0,2026-09-06
86300,S100YC6Z,19304000000.0,166219000000.0,294424000000.0,2026-09-06
78710,S100YCP7,35454000000.0,15717000000.0,5845000000.0,2026-09-06
87370,S100YBUN,84874066000.0,73182486000.0,3772268000.0,2026-09-06
64720,S100Y8YZ,533861000000.0,607726000000.0,23235000000.0,2026-09-06
78370,S100YDAM,4948543000.0,4088315000.0,,2026-09-06
41140,S100YBP7,148737000000.0,95118000000.0,35167000000.0,2026-09-06
72820,S100YC23,237826000000.0,209057000000.0,10452000000.0,2026-09-06
49510,S100YD9M,24776000000.0,12606000000.0,5948000000.0,2026-09-06
83580,S100YCW1,,3166449000000.0,,2026-09-06
13330,S100YCK1,414576000000.0,405815000000.0,44671000000.0,2026-09-06
59380,S100YD5L,379068000000.0,754673000000.0,37201000000.0,2026-09-06
65160,S100YCEQ,54569000000.0,23500000000.0,7673000000.0,2026-09-06
56320,S100YCQQ,83281000000.0,88815000000.0,6009000000.0,2026-09-06
87290,S100YCL0,175408000000.0,22701168000000.0,350000000.0,2026-09-06
79400,S100YDAF,17768462000.0,12484031000.0,1068366000.0,2026-09-06
19790,S100YCPQ,210935000000.0,111962000000.0,26324000000.0,2026-09-06
42160,S100YDDN,69563000000.0,27509000000.0,2404000000.0,2026-09-06
24970,S100YD7V,21741732000.0,3072191000.0,1364021000.0,2026-09-06
96820,S100YCT4,57798000000.0,21042000000.0,7447000000.0,2026-09-06
45020,S100YB5L,588944000000.0,5500020000000.0,99274000000.0,2026-09-06
22960,S100YCXD,277227000000.0,180691000000.0,33322000000.0,2026-09-06
30360,S100YCV6,144374000000.0,126321000000.0,8577000000.0,2026-09-06
95190,S100YD7F,27884000000.0,43820000000.0,,2026-09-06
86000,S100YAZU,4996000000.0,4750604000000.0,,2026-09-06
85850,S100YCKH,2584626000000.0,2635138000000.0,21921000000.0,2026-09-06
32840,S100YB28,153907000000.0,131964000000.0,2175000000.0,2026-09-06
60130,S100YB3J,136309000000.0,81355000000.0,22102000000.0,2026-09-06
79170,S100YAZH,86783000000.0,53231000000.0,2667000000.0,2026-09-06
55760,S100YC6U,3937021000.0,1357422000.0,2011747000.0,2026-09-06
77750,S100YCII,6985015000.0,3665091000.0,,2026-09-06
94130,S100YCRR,90436000000.0,45943000000.0,20661000000.0,2026-09-06
69880,S100YCAR,381590000000.0,286849000000.0,2844000000.0,2026-09-06
50190,S100YCS3,2649858000000.0,3037886000000.0,305764000000.0,2026-09-06
72410,S100YCHA,146439000000.0,190747000000.0,20399000000.0,2026-09-06
73130,S100YCXB,74713000000.0,24562000000.0,6238000000.0,2026-09-06
71860,S100YDH5,37413000000.0,20418298000000.0,25000000.0,2026-09-06
88710,S100YCU8,173595000000.0,88918000000.0,15078000000.0,2026-09-06
28150,S100YDGM,84106492000.0,17351314000.0,32989117000.0,2026-09-06
98280,S100YCXM,15834000000.0,17753000000.0,37000000.0,2026-09-06
49730,S100YD8M,9544044000.0,2261909000.0,5974602000.0,2026-09-06
90200,S100YC7N,1250033000000.0,7302007000000.0,506182000000.0,2026-09-06
79310,S100YBKG,42478000000.0,13135000000.0,1774000000.0,2026-09-06
41200,S100YBHZ,5501903000.0,4024449000.0,1763585000.0,2026-09-06
83590,S100YAUN,,12547657000000.0,,2026-09-06
58300,S100YBIB,1036000000.0,8398862000000.0,,2026-09-06
62940,S100YBL0,24503714000.0,18755786000.0,523395000.0,2026-09-06
86130,S100YC95,53737000000.0,23873000000.0,13475000000.0,2026-09-06
49560,S100YC07,85769000000.0,50128000000.0,9838000000.0,2026-09-06
95510,S100YBSD,160178000000.0,111433000000.0,2319000000.0,2026-09-06
27600,S100YBV4,144186000000.0,107837000000.0,,2026-09-06
83810,S100YBU8,,8236870000000.0,,2026-09-06
22700,S100YC5I,173706000000.0,183035000000.0,56370000000.0,2026-09-06
99020,S100YCBD,80310000000.0,35101000000.0,15945000000.0,2026-09-06
91010,S100YBT6,696334000000.0,1350539000000.0,1992649000000.0,2026-09-06
81300,S100YA8B,117011000000.0,70113000000.0,8203000000.0,2026-09-06
83640,S100YC9F,,1734013000000.0,,2026-09-06
26020,S100YB17,228661000000.0,190156000000.0,33725000000.0,2026-09-06
46260,S100YBLG,98008000000.0,89043000000.0,4870000000.0,2026-09-06
28760,S100YC0N,5998312000.0,4124536000.0,194829000.0,2026-09-06
85720,S100YBXA,1408775000000.0,777374000000.0,1454000000.0,2026-09-06
61010,S100YBZA,21244000000.0,13188000000.0,4352000000.0,2026-09-06
77520,S100YBFF,374339000000.0,714477000000.0,14319000000.0,2026-09-06
94120,S100YBNS,228554000000.0,119239000000.0,37769000000.0,2026-09-06
81330,S100YC4K,141823000000.0,143940000000.0,5531000000.0,2026-09-06
90210,S100YCFK,617309000000.0,2472194000000.0,138844000000.0,2026-09-06
44710,S100YC0P,84942000000.0,38063000000.0,30713000000.0,2026-09-06
20600,S100YC1Q,80085000000.0,68825000000.0,10450000000.0,2026-09-06
96190,S100YCGP,96914000000.0,139975000000.0,6055000000.0,2026-09-06
96400,S100YC54,16701799000.0,6944304000.0,747525000.0,2026-09-06
87040,S100YCGC,123381000000.0,107633000000.0,316000000.0,2026-09-06
38260,S100YCIF,4462962000.0,865331000.0,10000000.0,2026-09-06
99620,S100YB3N,317805000000.0,67510000000.0,1224000000.0,2026-09-06
63240,S100YBHC,53164779000.0,34678616000.0,409931000.0,2026-09-06
50760,S100YCIP,119591000000.0,376808000000.0,20116000000.0,2026-09-06
80070,S100YCID,41351000000.0,36152000000.0,2567000000.0,2026-09-06
83770,S100YBV5,1320000000.0,15782539000000.0,,2026-09-06
28710,S100YCCS,204925000000.0,223255000000.0,45036000000.0,2026-09-06
42990,S100YC5V,12575000000.0,2648000000.0,24000000.0,2026-09-06
74770,S100YCAP,2685065000.0,1262812000.0,222936000.0,2026-09-06
38480,S100YBU2,4225199000.0,1403368000.0,1313660000.0,2026-09-06
61460,S100YC6I,424502000000.0,161383000000.0,3510000000.0,2026-09-06
45030,S100YBPK,499312000000.0,1192404000000.0,18561000000.0,2026-09-06
72110,S100YCMC,1391131000000.0,1272355000000.0,102736000000.0,2026-09-06
98570,S100YCFQ,28615569000.0,16166865000.0,1426989000.0,2026-09-06
93250,S100YCI4,7116158000.0,6207708000.0,70787000.0,2026-09-06
27670,S100YBQC,69841000000.0,42706000000.0,7831000000.0,2026-09-06
53320,S100YC72,374570000000.0,283519000000.0,67536000000.0,2026-09-06
92210,S100YBWO,2580754000.0,6577605000.0,282406000.0,2026-09-06
80140,S100YBIN,121566000000.0,53974000000.0,10382000000.0,2026-09-06
33930,S100YCNU,11529900000.0,6554295000.0,151092000.0,2026-09-06
94320,S100YCP3,211610000000.0,5503952000000.0,769083000000.0,2026-09-06
80880,S100YBEM,328458000000.0,475835000000.0,211938000000.0,2026-09-06
303A0,S100YCOW,453359000.0,175295000.0,,2026-09-06
60730,S100Y9ZW,9350561000.0,4601216000.0,20534000.0,2026-09-06
62310,S100YCHD,10689494000.0,10425657000.0,67400000.0,2026-09-06
79950,S100YC38,46430000000.0,27302000000.0,3949000000.0,2026-09-06
58920,S100YC75,3873137000.0,4470349000.0,,2026-09-06
34840,S100YCOY,7041781000.0,11635808000.0,,2026-09-06
78320,S100YBXE,704942000000.0,309420000000.0,173350000000.0,2026-09-06
96970,S100YCGO,262082000000.0,86678000000.0,15000000.0,2026-09-06
70570,S100YCPU,4194291000.0,3456599000.0,573312000.0,2026-09-06
90370,S100YBXW,45758000000.0,57549000000.0,3331000000.0,2026-09-06
64450,S100YCOS,25860000000.0,14187000000.0,1808000000.0,2026-09-06
71570,S100YC7R,,71796000000.0,,2026-09-06
87500,S100YC7A,413389000000.0,65764753000000.0,8433000000.0,2026-09-06
67300,S100YC4Y,12411000000.0,2026000000.0,2179000000.0,2026-09-06
47650,S100YCOR,7187711000.0,2848285000.0,7702904000.0,2026-09-06
40820,S100Y9OW,31932000000.0,26271000000.0,873000000.0,2026-09-06
53670,S100Y9NY,10091569000.0,4011494000.0,1942568000.0,2026-09-06
88600,S100YB7Y,119108467000.0,128535501000.0,872711000.0,2026-09-06
87140,S100YAWY,799000000.0,6191073000000.0,,2026-09-06
80980,S100YB2W,359977000000.0,225416000000.0,36230000000.0,2026-09-06
99320,S100YBJ3,25661307000.0,6921600000.0,4280783000.0,2026-09-06
19640,S100YBFQ,35982000000.0,20127000000.0,6533000000.0,2026-09-06
45440,S100YB46,119143000000.0,142287000000.0,1801000000.0,2026-09-06
85240,S100YBAP,,13062325000000.0,,2026-09-06
90440,S100YBA0,120200000000.0,651149000000.0,60055000000.0,2026-09-06
43070,S100YBM8,279188000000.0,407659000000.0,47165000000.0,2026-09-06
49330,S100YBL7,21712000000.0,20548000000.0,,2026-09-06
44010,S100YBCU,349889000000.0,191341000000.0,42803000000.0,2026-09-06
83460,S100Y9W6,,6456005000000.0,,2026-09-06
45390,S100YBOB,30066000000.0,30684000000.0,1923000000.0,2026-09-06
